id,name,pen_name,gender,genre,age
961,Jamil Laycock,Golf,M,Sci-Fi,79
962,Kingsley Stanistreet,Comanche,M,Comedy|Drama|Thriller,55
963,Arny Unworth,Welch,F,Drama,29
964,Luce Lukehurst,Karstens,O,Documentary,59
965,John Burgwyn,Lillian,M,Action|Drama,19
966,Oona Phlipon,Lake View,F,Thriller,54
967,Maryann Cleminson,Sheridan,O,Action,18
968,Elizabeth Phalp,Blackbird,F,Crime|Drama|Thriller,16
969,Ephrem Gossage,Pennsylvania,F,Drama,52
970,Ailey Westphal,Michigan,M,Adventure|Children|Fantasy,88
971,Riley Hurle,Northfield,F,Drama,92
972,Carline Yakovitch,Fisk,O,Documentary,23
973,Tailor Lightning,Carey,O,Comedy,55
974,Mathe Brennan,Marquette,F,Horror,76
975,Ceil Dubble,Namekagon,F,Drama,58
976,Urbain Fenton,Coleman,O,Action|Crime,24
977,Reginald Aim,Glacier Hill,O,Crime|Drama|Mystery,100
978,Ulrich Howship,Melody,O,Documentary,99
979,Lyell Handslip,Sullivan,O,Horror|Sci-Fi,80
980,Pavla Hayman,Hanover,M,Drama|Musical|Romance,22
981,Valera Collingworth,Leroy,O,Drama,73
982,Roderigo De Filippo,Cambridge,O,Drama,72
983,Abbye Gilkes,Prairieview,O,Comedy|Drama,81
984,Brinna Robbs,Northport,F,Documentary,60
985,Austine Grellis,Cambridge,M,Adventure|Drama|Western,25
986,Dion Coley,Crest Line,F,Documentary,99
987,Udall Lebbern,Anzinger,F,Documentary,30
988,Blinni Boodell,Meadow Vale,M,Drama,44
989,Hinda Able,Esker,M,Action|Drama|War|IMAX,64
990,Catharina McKinna,Hermina,O,Action|Drama|Sci-Fi|Thriller,68
991,Farlay Astlatt,Hudson,O,Crime|Drama|Film-Noir|Thriller,93
992,Mallory Goscomb,Cherokee,O,Drama,54
993,Tommie Pahlsson,Ramsey,F,Comedy|Romance,64
994,Nobie Ping,Bluestem,F,Drama|Romance,59
995,Brant Ianizzi,Sachs,M,Drama|Horror|Romance|Thriller,80
996,Cyrillus Tabbitt,Merry,F,Drama|War,53
997,Mollee Waumsley,Moulton,O,Documentary,54
998,Lillis Absalom,Heffernan,M,Drama,19
999,Horacio Moakler,Lindbergh,O,Documentary,91
1000,Helenka Van der Beek,Toban,O,Musical,24
